power_nW,transmission,fwhm,fit_error,source_file
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.0010366300438615235,1.4598753317894777,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.00013973448783230187,21.336120766164605,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.00032927091137535403,0.8093946985400648,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.03198100706887407,0.012181101241645268,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.001541740413727536,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.012145820538515728,0.0033205204527374695,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.003106101252815478,0.0025343667425259163,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.000604418039058294,0.011101014998851686,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.001227900063323464,0.004379203038145721,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.07248205135813775,0.04297224448846173,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,0.015954564940235602,0.0020596546006205374,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
1,5,,,fwhm_1nW_240221SIL_Puppy_hindleg_red1nW_Top20nW_Trans05.txt
